CELLX,CELLY,CLAT,CLONG,CX,CY
-113,-1949,-14.3868959,-170.8488628,-91530,-1578690
-112,-1949,-14.3869211,-170.8413508,-90720,-1578690
-111,-1949,-14.386946,-170.8338388,-89910,-1578690
-110,-1949,-14.3869708,-170.8263268,-89100,-1578690
-109,-1949,-14.3869953,-170.8188148,-88290,-1578690
-108,-1949,-14.3870196,-170.8113028,-87480,-1578690
-107,-1949,-14.3870437,-170.8037908,-86670,-1578690
-106,-1949,-14.3870675,-170.7962788,-85860,-1578690
-105,-1949,-14.3870911,-170.7887668,-85050,-1578690
-104,-1949,-14.3871145,-170.7812548,-84240,-1578690
-103,-1949,-14.3871377,-170.7737427,-83430,-1578690
-102,-1949,-14.3871607,-170.7662307,-82620,-1578690
-101,-1949,-14.3871834,-170.7587187,-81810,-1578690
-100,-1949,-14.3872059,-170.7512067,-81000,-1578690
-99,-1949,-14.3872282,-170.7436947,-80190,-1578690
-98,-1949,-14.3872503,-170.7361826,-79380,-1578690
-97,-1949,-14.3872721,-170.7286706,-78570,-1578690
-96,-1949,-14.3872937,-170.7211586,-77760,-1578690
-95,-1949,-14.3873151,-170.7136466,-76950,-1578690
-94,-1949,-14.3873363,-170.7061345,-76140,-1578690
-93,-1949,-14.3873572,-170.6986225,-75330,-1578690
-92,-1949,-14.3873779,-170.6911105,-74520,-1578690
-91,-1949,-14.3873984,-170.6835984,-73710,-1578690
-90,-1949,-14.3874187,-170.6760864,-72900,-1578690
-89,-1949,-14.3874387,-170.6685744,-72090,-1578690
-88,-1949,-14.3874585,-170.6610623,-71280,-1578690
-87,-1949,-14.3874781,-170.6535503,-70470,-1578690
-86,-1949,-14.3874975,-170.6460383,-69660,-1578690
-85,-1949,-14.3875166,-170.6385262,-68850,-1578690
-84,-1949,-14.3875356,-170.6310142,-68040,-1578690
-83,-1949,-14.3875543,-170.6235022,-67230,-1578690
-82,-1949,-14.3875727,-170.6159901,-66420,-1578690
-81,-1949,-14.387591,-170.6084781,-65610,-1578690
-80,-1949,-14.387609,-170.600966,-64800,-1578690
-79,-1949,-14.3876268,-170.593454,-63990,-1578690
-78,-1949,-14.3876444,-170.5859419,-63180,-1578690
-77,-1949,-14.3876618,-170.5784299,-62370,-1578690
-76,-1949,-14.3876789,-170.5709178,-61560,-1578690
-75,-1949,-14.3876958,-170.5634058,-60750,-1578690
-74,-1949,-14.3877125,-170.5558937,-59940,-1578690
-73,-1949,-14.3877289,-170.5483817,-59130,-1578690
-72,-1949,-14.3877452,-170.5408696,-58320,-1578690
-71,-1949,-14.3877612,-170.5333576,-57510,-1578690
-70,-1949,-14.387777,-170.5258455,-56700,-1578690
-69,-1949,-14.3877925,-170.5183335,-55890,-1578690
-68,-1949,-14.3878079,-170.5108214,-55080,-1578690
-67,-1949,-14.387823,-170.5033093,-54270,-1578690
-66,-1949,-14.3878379,-170.4957973,-53460,-1578690
-65,-1949,-14.3878526,-170.4882852,-52650,-1578690
-64,-1949,-14.387867,-170.4807732,-51840,-1578690
-63,-1949,-14.3878812,-170.4732611,-51030,-1578690
-62,-1949,-14.3878952,-170.465749,-50220,-1578690
-61,-1949,-14.387909,-170.458237,-49410,-1578690
-60,-1949,-14.3879225,-170.4507249,-48600,-1578690
-59,-1949,-14.3879359,-170.4432128,-47790,-1578690
-58,-1949,-14.387949,-170.4357008,-46980,-1578690
-57,-1949,-14.3879618,-170.4281887,-46170,-1578690
-56,-1949,-14.3879745,-170.4206766,-45360,-1578690
-55,-1949,-14.3879869,-170.4131646,-44550,-1578690
-54,-1949,-14.3879991,-170.4056525,-43740,-1578690
-53,-1949,-14.3880111,-170.3981404,-42930,-1578690
-52,-1949,-14.3880229,-170.3906284,-42120,-1578690
-51,-1949,-14.3880344,-170.3831163,-41310,-1578690
-50,-1949,-14.3880457,-170.3756042,-40500,-1578690
-49,-1949,-14.3880568,-170.3680921,-39690,-1578690
-48,-1949,-14.3880677,-170.3605801,-38880,-1578690
-47,-1949,-14.3880783,-170.353068,-38070,-1578690
-46,-1949,-14.3880887,-170.3455559,-37260,-1578690
-45,-1949,-14.3880989,-170.3380438,-36450,-1578690
-44,-1949,-14.3881089,-170.3305318,-35640,-1578690
-43,-1949,-14.3881186,-170.3230197,-34830,-1578690
-42,-1949,-14.3881281,-170.3155076,-34020,-1578690
-41,-1949,-14.3881374,-170.3079955,-33210,-1578690
-40,-1949,-14.3881465,-170.3004835,-32400,-1578690
-39,-1949,-14.3881553,-170.2929714,-31590,-1578690
-38,-1949,-14.388164,-170.2854593,-30780,-1578690
-37,-1949,-14.3881723,-170.2779472,-29970,-1578690
-36,-1949,-14.3881805,-170.2704351,-29160,-1578690
-35,-1949,-14.3881885,-170.2629231,-28350,-1578690
-34,-1949,-14.3881962,-170.255411,-27540,-1578690
-33,-1949,-14.3882037,-170.2478989,-26730,-1578690
-32,-1949,-14.388211,-170.2403868,-25920,-1578690
-31,-1949,-14.388218,-170.2328747,-25110,-1578690
-30,-1949,-14.3882249,-170.2253626,-24300,-1578690
-29,-1949,-14.3882315,-170.2178506,-23490,-1578690
-28,-1949,-14.3882379,-170.2103385,-22680,-1578690
-27,-1949,-14.388244,-170.2028264,-21870,-1578690
-26,-1949,-14.3882499,-170.1953143,-21060,-1578690
-25,-1949,-14.3882557,-170.1878022,-20250,-1578690
-24,-1949,-14.3882611,-170.1802901,-19440,-1578690
-23,-1949,-14.3882664,-170.172778,-18630,-1578690
-22,-1949,-14.3882714,-170.165266,-17820,-1578690
-21,-1949,-14.3882763,-170.1577539,-17010,-1578690
-20,-1949,-14.3882809,-170.1502418,-16200,-1578690
-19,-1949,-14.3882852,-170.1427297,-15390,-1578690
-18,-1949,-14.3882894,-170.1352176,-14580,-1578690
-17,-1949,-14.3882933,-170.1277055,-13770,-1578690
-16,-1949,-14.388297,-170.1201934,-12960,-1578690
-15,-1949,-14.3883004,-170.1126813,-12150,-1578690
-14,-1949,-14.3883037,-170.1051693,-11340,-1578690
-13,-1949,-14.3883067,-170.0976572,-10530,-1578690
-12,-1949,-14.3883095,-170.0901451,-9720,-1578690
-11,-1949,-14.3883121,-170.082633,-8910,-1578690
-10,-1949,-14.3883144,-170.0751209,-8100,-1578690
-9,-1949,-14.3883166,-170.0676088,-7290,-1578690
-8,-1949,-14.3883185,-170.0600967,-6480,-1578690
-7,-1949,-14.3883202,-170.0525846,-5670,-1578690
-6,-1949,-14.3883216,-170.0450725,-4860,-1578690
-5,-1949,-14.3883228,-170.0375605,-4050,-1578690
-4,-1949,-14.3883238,-170.0300484,-3240,-1578690
-3,-1949,-14.3883246,-170.0225363,-2430,-1578690
-2,-1949,-14.3883252,-170.0150242,-1620,-1578690
-1,-1949,-14.3883255,-170.0075121,-810,-1578690
0,-1949,-14.3883256,-170,0,-1578690
1,-1949,-14.3883255,-169.9924879,810,-1578690
2,-1949,-14.3883252,-169.9849758,1620,-1578690
3,-1949,-14.3883246,-169.9774637,2430,-1578690
4,-1949,-14.3883238,-169.9699516,3240,-1578690
5,-1949,-14.3883228,-169.9624395,4050,-1578690
6,-1949,-14.3883216,-169.9549275,4860,-1578690
7,-1949,-14.3883202,-169.9474154,5670,-1578690
8,-1949,-14.3883185,-169.9399033,6480,-1578690
9,-1949,-14.3883166,-169.9323912,7290,-1578690
10,-1949,-14.3883144,-169.9248791,8100,-1578690
11,-1949,-14.3883121,-169.917367,8910,-1578690
12,-1949,-14.3883095,-169.9098549,9720,-1578690
13,-1949,-14.3883067,-169.9023428,10530,-1578690
14,-1949,-14.3883037,-169.8948307,11340,-1578690
15,-1949,-14.3883004,-169.8873187,12150,-1578690
16,-1949,-14.388297,-169.8798066,12960,-1578690
17,-1949,-14.3882933,-169.8722945,13770,-1578690
18,-1949,-14.3882894,-169.8647824,14580,-1578690
19,-1949,-14.3882852,-169.8572703,15390,-1578690
20,-1949,-14.3882809,-169.8497582,16200,-1578690
21,-1949,-14.3882763,-169.8422461,17010,-1578690
22,-1949,-14.3882714,-169.834734,17820,-1578690
23,-1949,-14.3882664,-169.827222,18630,-1578690
24,-1949,-14.3882611,-169.8197099,19440,-1578690
25,-1949,-14.3882557,-169.8121978,20250,-1578690
26,-1949,-14.3882499,-169.8046857,21060,-1578690
27,-1949,-14.388244,-169.7971736,21870,-1578690
28,-1949,-14.3882379,-169.7896615,22680,-1578690
29,-1949,-14.3882315,-169.7821494,23490,-1578690
30,-1949,-14.3882249,-169.7746374,24300,-1578690
31,-1949,-14.388218,-169.7671253,25110,-1578690
32,-1949,-14.388211,-169.7596132,25920,-1578690
33,-1949,-14.3882037,-169.7521011,26730,-1578690
34,-1949,-14.3881962,-169.744589,27540,-1578690
35,-1949,-14.3881885,-169.7370769,28350,-1578690
36,-1949,-14.3881805,-169.7295649,29160,-1578690
37,-1949,-14.3881723,-169.7220528,29970,-1578690
38,-1949,-14.388164,-169.7145407,30780,-1578690
39,-1949,-14.3881553,-169.7070286,31590,-1578690
40,-1949,-14.3881465,-169.6995165,32400,-1578690
41,-1949,-14.3881374,-169.6920045,33210,-1578690
42,-1949,-14.3881281,-169.6844924,34020,-1578690
43,-1949,-14.3881186,-169.6769803,34830,-1578690
44,-1949,-14.3881089,-169.6694682,35640,-1578690
45,-1949,-14.3880989,-169.6619562,36450,-1578690
46,-1949,-14.3880887,-169.6544441,37260,-1578690
47,-1949,-14.3880783,-169.646932,38070,-1578690
48,-1949,-14.3880677,-169.6394199,38880,-1578690
49,-1949,-14.3880568,-169.6319079,39690,-1578690
50,-1949,-14.3880457,-169.6243958,40500,-1578690
51,-1949,-14.3880344,-169.6168837,41310,-1578690
52,-1949,-14.3880229,-169.6093716,42120,-1578690
53,-1949,-14.3880111,-169.6018596,42930,-1578690
54,-1949,-14.3879991,-169.5943475,43740,-1578690
55,-1949,-14.3879869,-169.5868354,44550,-1578690
56,-1949,-14.3879745,-169.5793234,45360,-1578690
57,-1949,-14.3879618,-169.5718113,46170,-1578690
58,-1949,-14.387949,-169.5642992,46980,-1578690
59,-1949,-14.3879359,-169.5567872,47790,-1578690
60,-1949,-14.3879225,-169.5492751,48600,-1578690
61,-1949,-14.387909,-169.541763,49410,-1578690
62,-1949,-14.3878952,-169.534251,50220,-1578690
63,-1949,-14.3878812,-169.5267389,51030,-1578690
64,-1949,-14.387867,-169.5192268,51840,-1578690
65,-1949,-14.3878526,-169.5117148,52650,-1578690
66,-1949,-14.3878379,-169.5042027,53460,-1578690
67,-1949,-14.387823,-169.4966907,54270,-1578690
68,-1949,-14.3878079,-169.4891786,55080,-1578690
69,-1949,-14.3877925,-169.4816665,55890,-1578690
70,-1949,-14.387777,-169.4741545,56700,-1578690
71,-1949,-14.3877612,-169.4666424,57510,-1578690
72,-1949,-14.3877452,-169.4591304,58320,-1578690
73,-1949,-14.3877289,-169.4516183,59130,-1578690
74,-1949,-14.3877125,-169.4441063,59940,-1578690
75,-1949,-14.3876958,-169.4365942,60750,-1578690
76,-1949,-14.3876789,-169.4290822,61560,-1578690
77,-1949,-14.3876618,-169.4215701,62370,-1578690
78,-1949,-14.3876444,-169.4140581,63180,-1578690
79,-1949,-14.3876268,-169.406546,63990,-1578690
80,-1949,-14.387609,-169.399034,64800,-1578690
81,-1949,-14.387591,-169.3915219,65610,-1578690
82,-1949,-14.3875727,-169.3840099,66420,-1578690
83,-1949,-14.3875543,-169.3764978,67230,-1578690
84,-1949,-14.3875356,-169.3689858,68040,-1578690
85,-1949,-14.3875166,-169.3614738,68850,-1578690
86,-1949,-14.3874975,-169.3539617,69660,-1578690
87,-1949,-14.3874781,-169.3464497,70470,-1578690
88,-1949,-14.3874585,-169.3389377,71280,-1578690
89,-1949,-14.3874387,-169.3314256,72090,-1578690
-113,-1948,-14.3795767,-170.8488368,-91530,-1577880
-112,-1948,-14.3796019,-170.8413251,-90720,-1577880
-111,-1948,-14.3796269,-170.8338133,-89910,-1577880
-110,-1948,-14.3796516,-170.8263015,-89100,-1577880
-109,-1948,-14.3796761,-170.8187898,-88290,-1577880
-108,-1948,-14.3797004,-170.811278,-87480,-1577880
-107,-1948,-14.3797245,-170.8037662,-86670,-1577880
-106,-1948,-14.3797483,-170.7962544,-85860,-1577880
-105,-1948,-14.379772,-170.7887426,-85050,-1577880
-104,-1948,-14.3797954,-170.7812308,-84240,-1577880
-103,-1948,-14.3798185,-170.7737191,-83430,-1577880
-102,-1948,-14.3798415,-170.7662073,-82620,-1577880
-101,-1948,-14.3798642,-170.7586955,-81810,-1577880
-100,-1948,-14.3798867,-170.7511837,-81000,-1577880
-99,-1948,-14.379909,-170.7436719,-80190,-1577880
-98,-1948,-14.3799311,-170.7361601,-79380,-1577880
-97,-1948,-14.3799529,-170.7286483,-78570,-1577880
-96,-1948,-14.3799745,-170.7211365,-77760,-1577880
-95,-1948,-14.3799959,-170.7136247,-76950,-1577880
-94,-1948,-14.3800171,-170.7061129,-76140,-1577880
-93,-1948,-14.380038,-170.6986011,-75330,-1577880
-92,-1948,-14.3800587,-170.6910893,-74520,-1577880
-91,-1948,-14.3800792,-170.6835775,-73710,-1577880
-90,-1948,-14.3800995,-170.6760657,-72900,-1577880
-89,-1948,-14.3801195,-170.6685539,-72090,-1577880
-88,-1948,-14.3801393,-170.6610421,-71280,-1577880
-87,-1948,-14.3801589,-170.6535303,-70470,-1577880
-86,-1948,-14.3801783,-170.6460185,-69660,-1577880
-85,-1948,-14.3801974,-170.6385067,-68850,-1577880
-84,-1948,-14.3802164,-170.6309949,-68040,-1577880
-83,-1948,-14.3802351,-170.6234831,-67230,-1577880
-82,-1948,-14.3802535,-170.6159713,-66420,-1577880
-81,-1948,-14.3802718,-170.6084594,-65610,-1577880
-80,-1948,-14.3802898,-170.6009476,-64800,-1577880
-79,-1948,-14.3803076,-170.5934358,-63990,-1577880
-78,-1948,-14.3803252,-170.585924,-63180,-1577880
-77,-1948,-14.3803426,-170.5784122,-62370,-1577880
-76,-1948,-14.3803597,-170.5709004,-61560,-1577880
-75,-1948,-14.3803766,-170.5633885,-60750,-1577880
-74,-1948,-14.3803933,-170.5558767,-59940,-1577880
-73,-1948,-14.3804097,-170.5483649,-59130,-1577880
-72,-1948,-14.380426,-170.5408531,-58320,-1577880
-71,-1948,-14.380442,-170.5333413,-57510,-1577880
-70,-1948,-14.3804578,-170.5258294,-56700,-1577880
-69,-1948,-14.3804733,-170.5183176,-55890,-1577880
-68,-1948,-14.3804887,-170.5108058,-55080,-1577880
-67,-1948,-14.3805038,-170.5032939,-54270,-1577880
-66,-1948,-14.3805187,-170.4957821,-53460,-1577880
-65,-1948,-14.3805333,-170.4882703,-52650,-1577880
-64,-1948,-14.3805478,-170.4807585,-51840,-1577880
-63,-1948,-14.380562,-170.4732466,-51030,-1577880
-62,-1948,-14.380576,-170.4657348,-50220,-1577880
-61,-1948,-14.3805898,-170.458223,-49410,-1577880
-60,-1948,-14.3806033,-170.4507111,-48600,-1577880
-59,-1948,-14.3806167,-170.4431993,-47790,-1577880
-58,-1948,-14.3806298,-170.4356874,-46980,-1577880
-57,-1948,-14.3806426,-170.4281756,-46170,-1577880
-56,-1948,-14.3806553,-170.4206638,-45360,-1577880
-55,-1948,-14.3806677,-170.4131519,-44550,-1577880
-54,-1948,-14.3806799,-170.4056401,-43740,-1577880
-53,-1948,-14.3806919,-170.3981283,-42930,-1577880
-52,-1948,-14.3807037,-170.3906164,-42120,-1577880
-51,-1948,-14.3807152,-170.3831046,-41310,-1577880
-50,-1948,-14.3807265,-170.3755927,-40500,-1577880
-49,-1948,-14.3807376,-170.3680809,-39690,-1577880
-48,-1948,-14.3807484,-170.360569,-38880,-1577880
-47,-1948,-14.3807591,-170.3530572,-38070,-1577880
-46,-1948,-14.3807695,-170.3455454,-37260,-1577880
-45,-1948,-14.3807797,-170.3380335,-36450,-1577880
-44,-1948,-14.3807896,-170.3305217,-35640,-1577880
-43,-1948,-14.3807994,-170.3230098,-34830,-1577880
-42,-1948,-14.3808089,-170.315498,-34020,-1577880
-41,-1948,-14.3808182,-170.3079861,-33210,-1577880
-40,-1948,-14.3808273,-170.3004743,-32400,-1577880
-39,-1948,-14.3808361,-170.2929624,-31590,-1577880
-38,-1948,-14.3808447,-170.2854506,-30780,-1577880
-37,-1948,-14.3808531,-170.2779387,-29970,-1577880
-36,-1948,-14.3808613,-170.2704269,-29160,-1577880
-35,-1948,-14.3808693,-170.262915,-28350,-1577880
-34,-1948,-14.380877,-170.2554032,-27540,-1577880
-33,-1948,-14.3808845,-170.2478913,-26730,-1577880
-32,-1948,-14.3808918,-170.2403795,-25920,-1577880
-31,-1948,-14.3808988,-170.2328676,-25110,-1577880
-30,-1948,-14.3809056,-170.2253557,-24300,-1577880
-29,-1948,-14.3809123,-170.2178439,-23490,-1577880
-28,-1948,-14.3809186,-170.210332,-22680,-1577880
-27,-1948,-14.3809248,-170.2028202,-21870,-1577880
-26,-1948,-14.3809307,-170.1953083,-21060,-1577880
-25,-1948,-14.3809364,-170.1877965,-20250,-1577880
-24,-1948,-14.3809419,-170.1802846,-19440,-1577880
-23,-1948,-14.3809472,-170.1727728,-18630,-1577880
-22,-1948,-14.3809522,-170.1652609,-17820,-1577880
-21,-1948,-14.380957,-170.157749,-17010,-1577880
-20,-1948,-14.3809616,-170.1502372,-16200,-1577880
-19,-1948,-14.380966,-170.1427253,-15390,-1577880
-18,-1948,-14.3809701,-170.1352135,-14580,-1577880
-17,-1948,-14.3809741,-170.1277016,-13770,-1577880
-16,-1948,-14.3809778,-170.1201898,-12960,-1577880
-15,-1948,-14.3809812,-170.1126779,-12150,-1577880
-14,-1948,-14.3809845,-170.105166,-11340,-1577880
-13,-1948,-14.3809875,-170.0976542,-10530,-1577880
-12,-1948,-14.3809903,-170.0901423,-9720,-1577880
-11,-1948,-14.3809929,-170.0826305,-8910,-1577880
-10,-1948,-14.3809952,-170.0751186,-8100,-1577880
-9,-1948,-14.3809973,-170.0676067,-7290,-1577880
-8,-1948,-14.3809993,-170.0600949,-6480,-1577880
-7,-1948,-14.3810009,-170.052583,-5670,-1577880
-6,-1948,-14.3810024,-170.0450712,-4860,-1577880
-5,-1948,-14.3810036,-170.0375593,-4050,-1577880
-4,-1948,-14.3810046,-170.0300474,-3240,-1577880
-3,-1948,-14.3810054,-170.0225356,-2430,-1577880
-2,-1948,-14.381006,-170.0150237,-1620,-1577880
-1,-1948,-14.3810063,-170.0075119,-810,-1577880
0,-1948,-14.3810064,-170,0,-1577880
1,-1948,-14.3810063,-169.9924881,810,-1577880
2,-1948,-14.381006,-169.9849763,1620,-1577880
3,-1948,-14.3810054,-169.9774644,2430,-1577880
4,-1948,-14.3810046,-169.9699526,3240,-1577880
5,-1948,-14.3810036,-169.9624407,4050,-1577880
6,-1948,-14.3810024,-169.9549288,4860,-1577880
7,-1948,-14.3810009,-169.947417,5670,-1577880
8,-1948,-14.3809993,-169.9399051,6480,-1577880
9,-1948,-14.3809973,-169.9323933,7290,-1577880
10,-1948,-14.3809952,-169.9248814,8100,-1577880
11,-1948,-14.3809929,-169.9173695,8910,-1577880
12,-1948,-14.3809903,-169.9098577,9720,-1577880
13,-1948,-14.3809875,-169.9023458,10530,-1577880
14,-1948,-14.3809845,-169.894834,11340,-1577880
15,-1948,-14.3809812,-169.8873221,12150,-1577880
16,-1948,-14.3809778,-169.8798102,12960,-1577880
17,-1948,-14.3809741,-169.8722984,13770,-1577880
18,-1948,-14.3809701,-169.8647865,14580,-1577880
19,-1948,-14.380966,-169.8572747,15390,-1577880
20,-1948,-14.3809616,-169.8497628,16200,-1577880
21,-1948,-14.380957,-169.842251,17010,-1577880
22,-1948,-14.3809522,-169.8347391,17820,-1577880
23,-1948,-14.3809472,-169.8272272,18630,-1577880
24,-1948,-14.3809419,-169.8197154,19440,-1577880
25,-1948,-14.3809364,-169.8122035,20250,-1577880
26,-1948,-14.3809307,-169.8046917,21060,-1577880
27,-1948,-14.3809248,-169.7971798,21870,-1577880
28,-1948,-14.3809186,-169.789668,22680,-1577880
29,-1948,-14.3809123,-169.7821561,23490,-1577880
30,-1948,-14.3809056,-169.7746443,24300,-1577880
31,-1948,-14.3808988,-169.7671324,25110,-1577880
32,-1948,-14.3808918,-169.7596205,25920,-1577880
33,-1948,-14.3808845,-169.7521087,26730,-1577880
34,-1948,-14.380877,-169.7445968,27540,-1577880
35,-1948,-14.3808693,-169.737085,28350,-1577880
36,-1948,-14.3808613,-169.7295731,29160,-1577880
37,-1948,-14.3808531,-169.7220613,29970,-1577880
38,-1948,-14.3808447,-169.7145494,30780,-1577880
39,-1948,-14.3808361,-169.7070376,31590,-1577880
40,-1948,-14.3808273,-169.6995257,32400,-1577880
41,-1948,-14.3808182,-169.6920139,33210,-1577880
42,-1948,-14.3808089,-169.684502,34020,-1577880
43,-1948,-14.3807994,-169.6769902,34830,-1577880
44,-1948,-14.3807896,-169.6694783,35640,-1577880
45,-1948,-14.3807797,-169.6619665,36450,-1577880
46,-1948,-14.3807695,-169.6544546,37260,-1577880
47,-1948,-14.3807591,-169.6469428,38070,-1577880
48,-1948,-14.3807484,-169.639431,38880,-1577880
49,-1948,-14.3807376,-169.6319191,39690,-1577880
50,-1948,-14.3807265,-169.6244073,40500,-1577880
51,-1948,-14.3807152,-169.6168954,41310,-1577880
52,-1948,-14.3807037,-169.6093836,42120,-1577880
53,-1948,-14.3806919,-169.6018717,42930,-1577880
54,-1948,-14.3806799,-169.5943599,43740,-1577880
55,-1948,-14.3806677,-169.5868481,44550,-1577880
56,-1948,-14.3806553,-169.5793362,45360,-1577880
57,-1948,-14.3806426,-169.5718244,46170,-1577880
58,-1948,-14.3806298,-169.5643126,46980,-1577880
59,-1948,-14.3806167,-169.5568007,47790,-1577880
60,-1948,-14.3806033,-169.5492889,48600,-1577880
61,-1948,-14.3805898,-169.541777,49410,-1577880
62,-1948,-14.380576,-169.5342652,50220,-1577880
63,-1948,-14.380562,-169.5267534,51030,-1577880
64,-1948,-14.3805478,-169.5192415,51840,-1577880
65,-1948,-14.3805333,-169.5117297,52650,-1577880
66,-1948,-14.3805187,-169.5042179,53460,-1577880
67,-1948,-14.3805038,-169.4967061,54270,-1577880
68,-1948,-14.3804887,-169.4891942,55080,-1577880
69,-1948,-14.3804733,-169.4816824,55890,-1577880
70,-1948,-14.3804578,-169.4741706,56700,-1577880
71,-1948,-14.380442,-169.4666587,57510,-1577880
72,-1948,-14.380426,-169.4591469,58320,-1577880
73,-1948,-14.3804097,-169.4516351,59130,-1577880
74,-1948,-14.3803933,-169.4441233,59940,-1577880
75,-1948,-14.3803766,-169.4366115,60750,-1577880
76,-1948,-14.3803597,-169.4290996,61560,-1577880
77,-1948,-14.3803426,-169.4215878,62370,-1577880
78,-1948,-14.3803252,-169.414076,63180,-1577880
79,-1948,-14.3803076,-169.4065642,63990,-1577880
80,-1948,-14.3802898,-169.3990524,64800,-1577880
81,-1948,-14.3802718,-169.3915406,65610,-1577880
82,-1948,-14.3802535,-169.3840287,66420,-1577880
83,-1948,-14.3802351,-169.3765169,67230,-1577880
84,-1948,-14.3802164,-169.3690051,68040,-1577880
85,-1948,-14.3801974,-169.3614933,68850,-1577880
86,-1948,-14.3801783,-169.3539815,69660,-1577880
87,-1948,-14.3801589,-169.3464697,70470,-1577880
88,-1948,-14.3801393,-169.3389579,71280,-1577880
89,-1948,-14.3801195,-169.3314461,72090,-1577880
-113,-1947,-14.3722575,-170.8488109,-91530,-1577070
-112,-1947,-14.3722827,-170.8412993,-90720,-1577070
-111,-1947,-14.3723077,-170.8337878,-89910,-1577070
-110,-1947,-14.3723324,-170.8262762,-89100,-1577070
-109,-1947,-14.3723569,-170.8187647,-88290,-1577070
-108,-1947,-14.3723812,-170.8112532,-87480,-1577070
-107,-1947,-14.3724053,-170.8037416,-86670,-1577070
-106,-1947,-14.3724292,-170.7962301,-85860,-1577070
-105,-1947,-14.3724528,-170.7887185,-85050,-1577070
-104,-1947,-14.3724762,-170.7812069,-84240,-1577070
-103,-1947,-14.3724994,-170.7736954,-83430,-1577070
-102,-1947,-14.3725223,-170.7661838,-82620,-1577070
-101,-1947,-14.372545,-170.7586723,-81810,-1577070
-100,-1947,-14.3725676,-170.7511607,-81000,-1577070
-99,-1947,-14.3725898,-170.7436492,-80190,-1577070
-98,-1947,-14.3726119,-170.7361376,-79380,-1577070
-97,-1947,-14.3726337,-170.728626,-78570,-1577070
-96,-1947,-14.3726553,-170.7211145,-77760,-1577070
-95,-1947,-14.3726767,-170.7136029,-76950,-1577070
-94,-1947,-14.3726979,-170.7060913,-76140,-1577070
-93,-1947,-14.3727188,-170.6985798,-75330,-1577070
-92,-1947,-14.3727395,-170.6910682,-74520,-1577070
-91,-1947,-14.37276,-170.6835566,-73710,-1577070
-90,-1947,-14.3727803,-170.676045,-72900,-1577070
-89,-1947,-14.3728003,-170.6685335,-72090,-1577070
-88,-1947,-14.3728201,-170.6610219,-71280,-1577070
-87,-1947,-14.3728397,-170.6535103,-70470,-1577070
-86,-1947,-14.3728591,-170.6459987,-69660,-1577070
-85,-1947,-14.3728783,-170.6384872,-68850,-1577070
-84,-1947,-14.3728972,-170.6309756,-68040,-1577070
-83,-1947,-14.3729159,-170.623464,-67230,-1577070
-82,-1947,-14.3729344,-170.6159524,-66420,-1577070
-81,-1947,-14.3729526,-170.6084408,-65610,-1577070
-80,-1947,-14.3729706,-170.6009292,-64800,-1577070
-79,-1947,-14.3729884,-170.5934177,-63990,-1577070
-78,-1947,-14.373006,-170.5859061,-63180,-1577070
-77,-1947,-14.3730234,-170.5783945,-62370,-1577070
-76,-1947,-14.3730405,-170.5708829,-61560,-1577070
-75,-1947,-14.3730574,-170.5633713,-60750,-1577070
-74,-1947,-14.3730741,-170.5558597,-59940,-1577070
-73,-1947,-14.3730905,-170.5483481,-59130,-1577070
-72,-1947,-14.3731068,-170.5408365,-58320,-1577070
-71,-1947,-14.3731228,-170.5333249,-57510,-1577070
-70,-1947,-14.3731386,-170.5258133,-56700,-1577070
-69,-1947,-14.3731541,-170.5183017,-55890,-1577070
-68,-1947,-14.3731695,-170.5107901,-55080,-1577070
-67,-1947,-14.3731846,-170.5032785,-54270,-1577070
-66,-1947,-14.3731995,-170.4957669,-53460,-1577070
-65,-1947,-14.3732142,-170.4882553,-52650,-1577070
-64,-1947,-14.3732286,-170.4807437,-51840,-1577070
-63,-1947,-14.3732428,-170.4732321,-51030,-1577070
-62,-1947,-14.3732568,-170.4657205,-50220,-1577070
-61,-1947,-14.3732706,-170.4582089,-49410,-1577070
-60,-1947,-14.3732841,-170.4506973,-48600,-1577070
-59,-1947,-14.3732975,-170.4431857,-47790,-1577070
-58,-1947,-14.3733106,-170.4356741,-46980,-1577070
-57,-1947,-14.3733234,-170.4281625,-46170,-1577070
-56,-1947,-14.3733361,-170.4206509,-45360,-1577070
-55,-1947,-14.3733485,-170.4131393,-44550,-1577070
-54,-1947,-14.3733607,-170.4056277,-43740,-1577070
-53,-1947,-14.3733727,-170.3981161,-42930,-1577070
-52,-1947,-14.3733845,-170.3906045,-42120,-1577070
-51,-1947,-14.373396,-170.3830928,-41310,-1577070
-50,-1947,-14.3734073,-170.3755812,-40500,-1577070
-49,-1947,-14.3734184,-170.3680696,-39690,-1577070
-48,-1947,-14.3734292,-170.360558,-38880,-1577070
-47,-1947,-14.3734399,-170.3530464,-38070,-1577070
-46,-1947,-14.3734503,-170.3455348,-37260,-1577070
-45,-1947,-14.3734605,-170.3380232,-36450,-1577070
-44,-1947,-14.3734704,-170.3305115,-35640,-1577070
-43,-1947,-14.3734802,-170.3229999,-34830,-1577070
-42,-1947,-14.3734897,-170.3154883,-34020,-1577070
-41,-1947,-14.373499,-170.3079767,-33210,-1577070
-40,-1947,-14.3735081,-170.3004651,-32400,-1577070
-39,-1947,-14.3735169,-170.2929535,-31590,-1577070
