CELLX,CELLY,CLAT,CLONG,CX,CY
-4,-1945,-14.359047,-170.0300447,-3240,-1575450
-3,-1945,-14.3590478,-170.0225335,-2430,-1575450
-2,-1945,-14.3590484,-170.0150223,-1620,-1575450
-1,-1945,-14.3590487,-170.0075112,-810,-1575450
0,-1945,-14.3590488,-170,0,-1575450
1,-1945,-14.3590487,-169.9924888,810,-1575450
2,-1945,-14.3590484,-169.9849777,1620,-1575450
3,-1945,-14.3590478,-169.9774665,2430,-1575450
4,-1945,-14.359047,-169.9699553,3240,-1575450
5,-1945,-14.359046,-169.9624441,4050,-1575450
6,-1945,-14.3590448,-169.954933,4860,-1575450
7,-1945,-14.3590433,-169.9474218,5670,-1575450
8,-1945,-14.3590416,-169.9399106,6480,-1575450
9,-1945,-14.3590397,-169.9323995,7290,-1575450
10,-1945,-14.3590376,-169.9248883,8100,-1575450
11,-1945,-14.3590353,-169.9173771,8910,-1575450
12,-1945,-14.3590327,-169.909866,9720,-1575450
13,-1945,-14.3590299,-169.9023548,10530,-1575450
14,-1945,-14.3590269,-169.8948436,11340,-1575450
15,-1945,-14.3590236,-169.8873324,12150,-1575450
16,-1945,-14.3590202,-169.8798213,12960,-1575450
17,-1945,-14.3590165,-169.8723101,13770,-1575450
18,-1945,-14.3590125,-169.8647989,14580,-1575450
19,-1945,-14.3590084,-169.8572878,15390,-1575450
20,-1945,-14.359004,-169.8497766,16200,-1575450
21,-1945,-14.3589994,-169.8422654,17010,-1575450
22,-1945,-14.3589946,-169.8347543,17820,-1575450
23,-1945,-14.3589896,-169.8272431,18630,-1575450
24,-1945,-14.3589843,-169.8197319,19440,-1575450
25,-1945,-14.3589788,-169.8122208,20250,-1575450
26,-1945,-14.3589731,-169.8047096,21060,-1575450
27,-1945,-14.3589672,-169.7971984,21870,-1575450
28,-1945,-14.358961,-169.7896873,22680,-1575450
29,-1945,-14.3589547,-169.7821761,23490,-1575450
30,-1945,-14.3589481,-169.7746649,24300,-1575450
31,-1945,-14.3589412,-169.7671538,25110,-1575450
32,-1945,-14.3589342,-169.7596426,25920,-1575450
33,-1945,-14.3589269,-169.7521314,26730,-1575450
34,-1945,-14.3589194,-169.7446203,27540,-1575450
35,-1945,-14.3589117,-169.7371091,28350,-1575450
36,-1945,-14.3589037,-169.729598,29160,-1575450
37,-1945,-14.3588955,-169.7220868,29970,-1575450
38,-1945,-14.3588871,-169.7145756,30780,-1575450
39,-1945,-14.3588785,-169.7070645,31590,-1575450
40,-1945,-14.3588697,-169.6995533,32400,-1575450
41,-1945,-14.3588606,-169.6920422,33210,-1575450
42,-1945,-14.3588513,-169.684531,34020,-1575450
43,-1945,-14.3588418,-169.6770198,34830,-1575450
44,-1945,-14.3588321,-169.6695087,35640,-1575450
45,-1945,-14.3588221,-169.6619975,36450,-1575450
46,-1945,-14.3588119,-169.6544864,37260,-1575450
47,-1945,-14.3588015,-169.6469752,38070,-1575450
48,-1945,-14.3587909,-169.6394641,38880,-1575450
49,-1945,-14.35878,-169.6319529,39690,-1575450
50,-1945,-14.3587689,-169.6244417,40500,-1575450
51,-1945,-14.3587576,-169.6169306,41310,-1575450
52,-1945,-14.3587461,-169.6094194,42120,-1575450
53,-1945,-14.3587343,-169.6019083,42930,-1575450
54,-1945,-14.3587223,-169.5943971,43740,-1575450
55,-1945,-14.3587101,-169.586886,44550,-1575450
56,-1945,-14.3586977,-169.5793748,45360,-1575450
57,-1945,-14.3586851,-169.5718637,46170,-1575450
58,-1945,-14.3586722,-169.5643525,46980,-1575450
59,-1945,-14.3586591,-169.5568414,47790,-1575450
60,-1945,-14.3586458,-169.5493302,48600,-1575450
61,-1945,-14.3586322,-169.5418191,49410,-1575450
62,-1945,-14.3586184,-169.534308,50220,-1575450
63,-1945,-14.3586045,-169.5267968,51030,-1575450
64,-1945,-14.3585902,-169.5192857,51840,-1575450
65,-1945,-14.3585758,-169.5117745,52650,-1575450
66,-1945,-14.3585611,-169.5042634,53460,-1575450
67,-1945,-14.3585462,-169.4967522,54270,-1575450
68,-1945,-14.3585311,-169.4892411,55080,-1575450
69,-1945,-14.3585158,-169.48173,55890,-1575450
70,-1945,-14.3585002,-169.4742188,56700,-1575450
71,-1945,-14.3584844,-169.4667077,57510,-1575450
72,-1945,-14.3584684,-169.4591966,58320,-1575450
73,-1945,-14.3584522,-169.4516854,59130,-1575450
74,-1945,-14.3584357,-169.4441743,59940,-1575450
75,-1945,-14.358419,-169.4366632,60750,-1575450
76,-1945,-14.3584021,-169.429152,61560,-1575450
77,-1945,-14.358385,-169.4216409,62370,-1575450
78,-1945,-14.3583677,-169.4141298,63180,-1575450
79,-1945,-14.3583501,-169.4066186,63990,-1575450
80,-1945,-14.3583323,-169.3991075,64800,-1575450
81,-1945,-14.3583143,-169.3915964,65610,-1575450
82,-1945,-14.358296,-169.3840853,66420,-1575450
83,-1945,-14.3582775,-169.3765741,67230,-1575450
84,-1945,-14.3582588,-169.369063,68040,-1575450
85,-1945,-14.3582399,-169.3615519,68850,-1575450
86,-1945,-14.3582208,-169.3540408,69660,-1575450
87,-1945,-14.3582014,-169.3465297,70470,-1575450
88,-1945,-14.3581818,-169.3390185,71280,-1575450
89,-1945,-14.358162,-169.3315074,72090,-1575450
-113,-1944,-14.3503001,-170.848733,-91530,-1574640
-112,-1944,-14.3503253,-170.8412221,-90720,-1574640
-111,-1944,-14.3503502,-170.8337113,-89910,-1574640
-110,-1944,-14.350375,-170.8262004,-89100,-1574640
-109,-1944,-14.3503995,-170.8186896,-88290,-1574640
-108,-1944,-14.3504238,-170.8111787,-87480,-1574640
-107,-1944,-14.3504479,-170.8036678,-86670,-1574640
-106,-1944,-14.3504717,-170.796157,-85860,-1574640
-105,-1944,-14.3504953,-170.7886461,-85050,-1574640
-104,-1944,-14.3505187,-170.7811352,-84240,-1574640
-103,-1944,-14.3505419,-170.7736244,-83430,-1574640
-102,-1944,-14.3505649,-170.7661135,-82620,-1574640
-101,-1944,-14.3505876,-170.7586026,-81810,-1574640
-100,-1944,-14.3506101,-170.7510918,-81000,-1574640
-99,-1944,-14.3506324,-170.7435809,-80190,-1574640
-98,-1944,-14.3506544,-170.73607,-79380,-1574640
-97,-1944,-14.3506762,-170.7285592,-78570,-1574640
-96,-1944,-14.3506979,-170.7210483,-77760,-1574640
-95,-1944,-14.3507192,-170.7135374,-76950,-1574640
-94,-1944,-14.3507404,-170.7060265,-76140,-1574640
-93,-1944,-14.3507613,-170.6985156,-75330,-1574640
-92,-1944,-14.350782,-170.6910048,-74520,-1574640
-91,-1944,-14.3508025,-170.6834939,-73710,-1574640
-90,-1944,-14.3508228,-170.675983,-72900,-1574640
-89,-1944,-14.3508428,-170.6684721,-72090,-1574640
-88,-1944,-14.3508627,-170.6609612,-71280,-1574640
-87,-1944,-14.3508822,-170.6534503,-70470,-1574640
-86,-1944,-14.3509016,-170.6459395,-69660,-1574640
-85,-1944,-14.3509208,-170.6384286,-68850,-1574640
-84,-1944,-14.3509397,-170.6309177,-68040,-1574640
-83,-1944,-14.3509584,-170.6234068,-67230,-1574640
-82,-1944,-14.3509768,-170.6158959,-66420,-1574640
-81,-1944,-14.3509951,-170.608385,-65610,-1574640
-80,-1944,-14.3510131,-170.6008741,-64800,-1574640
-79,-1944,-14.3510309,-170.5933632,-63990,-1574640
-78,-1944,-14.3510485,-170.5858523,-63180,-1574640
-77,-1944,-14.3510659,-170.5783414,-62370,-1574640
-76,-1944,-14.351083,-170.5708305,-61560,-1574640
-75,-1944,-14.3510999,-170.5633196,-60750,-1574640
-74,-1944,-14.3511166,-170.5558087,-59940,-1574640
-73,-1944,-14.351133,-170.5482978,-59130,-1574640
-72,-1944,-14.3511493,-170.5407869,-58320,-1574640
-71,-1944,-14.3511653,-170.533276,-57510,-1574640
-70,-1944,-14.3511811,-170.5257651,-56700,-1574640
-69,-1944,-14.3511966,-170.5182542,-55890,-1574640
-68,-1944,-14.351212,-170.5107433,-55080,-1574640
-67,-1944,-14.3512271,-170.5032324,-54270,-1574640
-66,-1944,-14.351242,-170.4957214,-53460,-1574640
-65,-1944,-14.3512566,-170.4882105,-52650,-1574640
-64,-1944,-14.3512711,-170.4806996,-51840,-1574640
-63,-1944,-14.3512853,-170.4731887,-51030,-1574640
-62,-1944,-14.3512993,-170.4656778,-50220,-1574640
-61,-1944,-14.351313,-170.4581669,-49410,-1574640
-60,-1944,-14.3513266,-170.450656,-48600,-1574640
-59,-1944,-14.3513399,-170.443145,-47790,-1574640
-58,-1944,-14.351353,-170.4356341,-46980,-1574640
-57,-1944,-14.3513659,-170.4281232,-46170,-1574640
-56,-1944,-14.3513785,-170.4206123,-45360,-1574640
-55,-1944,-14.351391,-170.4131014,-44550,-1574640
-54,-1944,-14.3514032,-170.4055905,-43740,-1574640
-53,-1944,-14.3514151,-170.3980795,-42930,-1574640
-52,-1944,-14.3514269,-170.3905686,-42120,-1574640
-51,-1944,-14.3514384,-170.3830577,-41310,-1574640
-50,-1944,-14.3514497,-170.3755468,-40500,-1574640
-49,-1944,-14.3514608,-170.3680358,-39690,-1574640
-48,-1944,-14.3514717,-170.3605249,-38880,-1574640
-47,-1944,-14.3514823,-170.353014,-38070,-1574640
-46,-1944,-14.3514927,-170.3455031,-37260,-1574640
-45,-1944,-14.3515029,-170.3379921,-36450,-1574640
-44,-1944,-14.3515129,-170.3304812,-35640,-1574640
-43,-1944,-14.3515226,-170.3229703,-34830,-1574640
-42,-1944,-14.3515321,-170.3154594,-34020,-1574640
-41,-1944,-14.3515414,-170.3079484,-33210,-1574640
-40,-1944,-14.3515505,-170.3004375,-32400,-1574640
-39,-1944,-14.3515593,-170.2929266,-31590,-1574640
-38,-1944,-14.351568,-170.2854156,-30780,-1574640
-37,-1944,-14.3515764,-170.2779047,-29970,-1574640
-36,-1944,-14.3515845,-170.2703938,-29160,-1574640
-35,-1944,-14.3515925,-170.2628828,-28350,-1574640
-34,-1944,-14.3516002,-170.2553719,-27540,-1574640
-33,-1944,-14.3516077,-170.247861,-26730,-1574640
-32,-1944,-14.351615,-170.24035,-25920,-1574640
-31,-1944,-14.351622,-170.2328391,-25110,-1574640
-30,-1944,-14.3516289,-170.2253282,-24300,-1574640
-29,-1944,-14.3516355,-170.2178172,-23490,-1574640
-28,-1944,-14.3516419,-170.2103063,-22680,-1574640
-27,-1944,-14.351648,-170.2027954,-21870,-1574640
-26,-1944,-14.3516539,-170.1952844,-21060,-1574640
-25,-1944,-14.3516597,-170.1877735,-20250,-1574640
-24,-1944,-14.3516651,-170.1802626,-19440,-1574640
-23,-1944,-14.3516704,-170.1727516,-18630,-1574640
-22,-1944,-14.3516754,-170.1652407,-17820,-1574640
-21,-1944,-14.3516803,-170.1577297,-17010,-1574640
-20,-1944,-14.3516848,-170.1502188,-16200,-1574640
-19,-1944,-14.3516892,-170.1427079,-15390,-1574640
-18,-1944,-14.3516934,-170.1351969,-14580,-1574640
-17,-1944,-14.3516973,-170.127686,-13770,-1574640
-16,-1944,-14.351701,-170.120175,-12960,-1574640
-15,-1944,-14.3517044,-170.1126641,-12150,-1574640
-14,-1944,-14.3517077,-170.1051532,-11340,-1574640
-13,-1944,-14.3517107,-170.0976422,-10530,-1574640
-12,-1944,-14.3517135,-170.0901313,-9720,-1574640
-11,-1944,-14.3517161,-170.0826204,-8910,-1574640
-10,-1944,-14.3517184,-170.0751094,-8100,-1574640
-9,-1944,-14.3517206,-170.0675985,-7290,-1574640
-8,-1944,-14.3517225,-170.0600875,-6480,-1574640
-7,-1944,-14.3517241,-170.0525766,-5670,-1574640
-6,-1944,-14.3517256,-170.0450656,-4860,-1574640
-5,-1944,-14.3517268,-170.0375547,-4050,-1574640
-4,-1944,-14.3517278,-170.0300438,-3240,-1574640
-3,-1944,-14.3517286,-170.0225328,-2430,-1574640
-2,-1944,-14.3517292,-170.0150219,-1620,-1574640
-1,-1944,-14.3517295,-170.0075109,-810,-1574640
0,-1944,-14.3517296,-170,0,-1574640
1,-1944,-14.3517295,-169.9924891,810,-1574640
2,-1944,-14.3517292,-169.9849781,1620,-1574640
3,-1944,-14.3517286,-169.9774672,2430,-1574640
4,-1944,-14.3517278,-169.9699562,3240,-1574640
5,-1944,-14.3517268,-169.9624453,4050,-1574640
6,-1944,-14.3517256,-169.9549344,4860,-1574640
7,-1944,-14.3517241,-169.9474234,5670,-1574640
8,-1944,-14.3517225,-169.9399125,6480,-1574640
9,-1944,-14.3517206,-169.9324015,7290,-1574640
10,-1944,-14.3517184,-169.9248906,8100,-1574640
11,-1944,-14.3517161,-169.9173796,8910,-1574640
12,-1944,-14.3517135,-169.9098687,9720,-1574640
13,-1944,-14.3517107,-169.9023578,10530,-1574640
14,-1944,-14.3517077,-169.8948468,11340,-1574640
15,-1944,-14.3517044,-169.8873359,12150,-1574640
16,-1944,-14.351701,-169.879825,12960,-1574640
17,-1944,-14.3516973,-169.872314,13770,-1574640
18,-1944,-14.3516934,-169.8648031,14580,-1574640
19,-1944,-14.3516892,-169.8572921,15390,-1574640
20,-1944,-14.3516848,-169.8497812,16200,-1574640
21,-1944,-14.3516803,-169.8422703,17010,-1574640
22,-1944,-14.3516754,-169.8347593,17820,-1574640
23,-1944,-14.3516704,-169.8272484,18630,-1574640
24,-1944,-14.3516651,-169.8197374,19440,-1574640
25,-1944,-14.3516597,-169.8122265,20250,-1574640
26,-1944,-14.3516539,-169.8047156,21060,-1574640
27,-1944,-14.351648,-169.7972046,21870,-1574640
28,-1944,-14.3516419,-169.7896937,22680,-1574640
29,-1944,-14.3516355,-169.7821828,23490,-1574640
30,-1944,-14.3516289,-169.7746718,24300,-1574640
31,-1944,-14.351622,-169.7671609,25110,-1574640
32,-1944,-14.351615,-169.75965,25920,-1574640
33,-1944,-14.3516077,-169.752139,26730,-1574640
34,-1944,-14.3516002,-169.7446281,27540,-1574640
35,-1944,-14.3515925,-169.7371172,28350,-1574640
36,-1944,-14.3515845,-169.7296062,29160,-1574640
37,-1944,-14.3515764,-169.7220953,29970,-1574640
38,-1944,-14.351568,-169.7145844,30780,-1574640
39,-1944,-14.3515593,-169.7070734,31590,-1574640
40,-1944,-14.3515505,-169.6995625,32400,-1574640
41,-1944,-14.3515414,-169.6920516,33210,-1574640
42,-1944,-14.3515321,-169.6845406,34020,-1574640
43,-1944,-14.3515226,-169.6770297,34830,-1574640
44,-1944,-14.3515129,-169.6695188,35640,-1574640
45,-1944,-14.3515029,-169.6620079,36450,-1574640
46,-1944,-14.3514927,-169.6544969,37260,-1574640
47,-1944,-14.3514823,-169.646986,38070,-1574640
48,-1944,-14.3514717,-169.6394751,38880,-1574640
49,-1944,-14.3514608,-169.6319642,39690,-1574640
50,-1944,-14.3514497,-169.6244532,40500,-1574640
51,-1944,-14.3514384,-169.6169423,41310,-1574640
52,-1944,-14.3514269,-169.6094314,42120,-1574640
53,-1944,-14.3514151,-169.6019205,42930,-1574640
54,-1944,-14.3514032,-169.5944095,43740,-1574640
55,-1944,-14.351391,-169.5868986,44550,-1574640
56,-1944,-14.3513785,-169.5793877,45360,-1574640
57,-1944,-14.3513659,-169.5718768,46170,-1574640
58,-1944,-14.351353,-169.5643659,46980,-1574640
59,-1944,-14.3513399,-169.556855,47790,-1574640
60,-1944,-14.3513266,-169.549344,48600,-1574640
61,-1944,-14.351313,-169.5418331,49410,-1574640
62,-1944,-14.3512993,-169.5343222,50220,-1574640
63,-1944,-14.3512853,-169.5268113,51030,-1574640
64,-1944,-14.3512711,-169.5193004,51840,-1574640
65,-1944,-14.3512566,-169.5117895,52650,-1574640
66,-1944,-14.351242,-169.5042786,53460,-1574640
67,-1944,-14.3512271,-169.4967676,54270,-1574640
68,-1944,-14.351212,-169.4892567,55080,-1574640
69,-1944,-14.3511966,-169.4817458,55890,-1574640
70,-1944,-14.3511811,-169.4742349,56700,-1574640
71,-1944,-14.3511653,-169.466724,57510,-1574640
72,-1944,-14.3511493,-169.4592131,58320,-1574640
73,-1944,-14.351133,-169.4517022,59130,-1574640
74,-1944,-14.3511166,-169.4441913,59940,-1574640
75,-1944,-14.3510999,-169.4366804,60750,-1574640
76,-1944,-14.351083,-169.4291695,61560,-1574640
77,-1944,-14.3510659,-169.4216586,62370,-1574640
78,-1944,-14.3510485,-169.4141477,63180,-1574640
79,-1944,-14.3510309,-169.4066368,63990,-1574640
80,-1944,-14.3510131,-169.3991259,64800,-1574640
81,-1944,-14.3509951,-169.391615,65610,-1574640
82,-1944,-14.3509768,-169.3841041,66420,-1574640
83,-1944,-14.3509584,-169.3765932,67230,-1574640
84,-1944,-14.3509397,-169.3690823,68040,-1574640
85,-1944,-14.3509208,-169.3615714,68850,-1574640
86,-1944,-14.3509016,-169.3540605,69660,-1574640
87,-1944,-14.3508822,-169.3465497,70470,-1574640
88,-1944,-14.3508627,-169.3390388,71280,-1574640
89,-1944,-14.3508428,-169.3315279,72090,-1574640
-113,-1943,-14.342981,-170.848707,-91530,-1573830
-112,-1943,-14.3430061,-170.8411964,-90720,-1573830
-111,-1943,-14.3430311,-170.8336858,-89910,-1573830
-110,-1943,-14.3430558,-170.8261751,-89100,-1573830
-109,-1943,-14.3430804,-170.8186645,-88290,-1573830
-108,-1943,-14.3431047,-170.8111539,-87480,-1573830
-107,-1943,-14.3431287,-170.8036433,-86670,-1573830
-106,-1943,-14.3431526,-170.7961326,-85860,-1573830
-105,-1943,-14.3431762,-170.788622,-85050,-1573830
-104,-1943,-14.3431996,-170.7811114,-84240,-1573830
-103,-1943,-14.3432228,-170.7736007,-83430,-1573830
-102,-1943,-14.3432457,-170.7660901,-82620,-1573830
-101,-1943,-14.3432684,-170.7585794,-81810,-1573830
-100,-1943,-14.3432909,-170.7510688,-81000,-1573830
-99,-1943,-14.3433132,-170.7435582,-80190,-1573830
-98,-1943,-14.3433353,-170.7360475,-79380,-1573830
-97,-1943,-14.3433571,-170.7285369,-78570,-1573830
-96,-1943,-14.3433787,-170.7210262,-77760,-1573830
-95,-1943,-14.3434001,-170.7135156,-76950,-1573830
-94,-1943,-14.3434213,-170.7060049,-76140,-1573830
-93,-1943,-14.3434422,-170.6984943,-75330,-1573830
-92,-1943,-14.3434629,-170.6909836,-74520,-1573830
-91,-1943,-14.3434834,-170.683473,-73710,-1573830
-90,-1943,-14.3435037,-170.6759623,-72900,-1573830
-89,-1943,-14.3435237,-170.6684517,-72090,-1573830
-88,-1943,-14.3435435,-170.660941,-71280,-1573830
-87,-1943,-14.3435631,-170.6534304,-70470,-1573830
-86,-1943,-14.3435825,-170.6459197,-69660,-1573830
-85,-1943,-14.3436016,-170.638409,-68850,-1573830
-84,-1943,-14.3436205,-170.6308984,-68040,-1573830
-83,-1943,-14.3436392,-170.6233877,-67230,-1573830
-82,-1943,-14.3436577,-170.615877,-66420,-1573830
-81,-1943,-14.3436759,-170.6083664,-65610,-1573830
-80,-1943,-14.343694,-170.6008557,-64800,-1573830
-79,-1943,-14.3437118,-170.593345,-63990,-1573830
-78,-1943,-14.3437293,-170.5858344,-63180,-1573830
-77,-1943,-14.3437467,-170.5783237,-62370,-1573830
-76,-1943,-14.3437638,-170.570813,-61560,-1573830
-75,-1943,-14.3437807,-170.5633024,-60750,-1573830
-74,-1943,-14.3437974,-170.5557917,-59940,-1573830
-73,-1943,-14.3438139,-170.548281,-59130,-1573830
-72,-1943,-14.3438301,-170.5407703,-58320,-1573830
-71,-1943,-14.3438461,-170.5332597,-57510,-1573830
-70,-1943,-14.3438619,-170.525749,-56700,-1573830
-69,-1943,-14.3438775,-170.5182383,-55890,-1573830
-68,-1943,-14.3438928,-170.5107276,-55080,-1573830
-67,-1943,-14.3439079,-170.503217,-54270,-1573830
-66,-1943,-14.3439228,-170.4957063,-53460,-1573830
-65,-1943,-14.3439375,-170.4881956,-52650,-1573830
-64,-1943,-14.3439519,-170.4806849,-51840,-1573830
-63,-1943,-14.3439661,-170.4731742,-51030,-1573830
-62,-1943,-14.3439801,-170.4656636,-50220,-1573830
-61,-1943,-14.3439939,-170.4581529,-49410,-1573830
-60,-1943,-14.3440074,-170.4506422,-48600,-1573830
-59,-1943,-14.3440208,-170.4431315,-47790,-1573830
-58,-1943,-14.3440339,-170.4356208,-46980,-1573830
-57,-1943,-14.3440467,-170.4281101,-46170,-1573830
-56,-1943,-14.3440594,-170.4205994,-45360,-1573830
-55,-1943,-14.3440718,-170.4130887,-44550,-1573830
-54,-1943,-14.344084,-170.405578,-43740,-1573830
-53,-1943,-14.344096,-170.3980674,-42930,-1573830
-52,-1943,-14.3441077,-170.3905567,-42120,-1573830
-51,-1943,-14.3441193,-170.383046,-41310,-1573830
-50,-1943,-14.3441306,-170.3755353,-40500,-1573830
-49,-1943,-14.3441417,-170.3680246,-39690,-1573830
-48,-1943,-14.3441525,-170.3605139,-38880,-1573830
-47,-1943,-14.3441632,-170.3530032,-38070,-1573830
-46,-1943,-14.3441736,-170.3454925,-37260,-1573830
-45,-1943,-14.3441838,-170.3379818,-36450,-1573830
-44,-1943,-14.3441937,-170.3304711,-35640,-1573830
-43,-1943,-14.3442035,-170.3229604,-34830,-1573830
-42,-1943,-14.344213,-170.3154497,-34020,-1573830
-41,-1943,-14.3442223,-170.307939,-33210,-1573830
-40,-1943,-14.3442313,-170.3004283,-32400,-1573830
-39,-1943,-14.3442402,-170.2929176,-31590,-1573830
-38,-1943,-14.3442488,-170.2854069,-30780,-1573830
-37,-1943,-14.3442572,-170.2778962,-29970,-1573830
-36,-1943,-14.3442654,-170.2703855,-29160,-1573830
-35,-1943,-14.3442733,-170.2628748,-28350,-1573830
-34,-1943,-14.344281,-170.2553641,-27540,-1573830
-33,-1943,-14.3442885,-170.2478534,-26730,-1573830
-32,-1943,-14.3442958,-170.2403427,-25920,-1573830
-31,-1943,-14.3443029,-170.232832,-25110,-1573830
-30,-1943,-14.3443097,-170.2253213,-24300,-1573830
-29,-1943,-14.3443163,-170.2178106,-23490,-1573830
-28,-1943,-14.3443227,-170.2102999,-22680,-1573830
-27,-1943,-14.3443288,-170.2027892,-21870,-1573830
-26,-1943,-14.3443348,-170.1952785,-21060,-1573830
-25,-1943,-14.3443405,-170.1877677,-20250,-1573830
-24,-1943,-14.344346,-170.180257,-19440,-1573830
-23,-1943,-14.3443512,-170.1727463,-18630,-1573830
-22,-1943,-14.3443563,-170.1652356,-17820,-1573830
-21,-1943,-14.3443611,-170.1577249,-17010,-1573830
-20,-1943,-14.3443657,-170.1502142,-16200,-1573830
-19,-1943,-14.34437,-170.1427035,-15390,-1573830
-18,-1943,-14.3443742,-170.1351928,-14580,-1573830
-17,-1943,-14.3443781,-170.1276821,-13770,-1573830
-16,-1943,-14.3443818,-170.1201714,-12960,-1573830
-15,-1943,-14.3443853,-170.1126607,-12150,-1573830
-14,-1943,-14.3443885,-170.10515,-11340,-1573830
-13,-1943,-14.3443915,-170.0976392,-10530,-1573830
-12,-1943,-14.3443943,-170.0901285,-9720,-1573830
-11,-1943,-14.3443969,-170.0826178,-8910,-1573830
-10,-1943,-14.3443993,-170.0751071,-8100,-1573830
-9,-1943,-14.3444014,-170.0675964,-7290,-1573830
-8,-1943,-14.3444033,-170.0600857,-6480,-1573830
-7,-1943,-14.344405,-170.052575,-5670,-1573830
-6,-1943,-14.3444064,-170.0450643,-4860,-1573830
-5,-1943,-14.3444077,-170.0375536,-4050,-1573830
-4,-1943,-14.3444087,-170.0300428,-3240,-1573830
-3,-1943,-14.3444094,-170.0225321,-2430,-1573830
-2,-1943,-14.34441,-170.0150214,-1620,-1573830
-1,-1943,-14.3444103,-170.0075107,-810,-1573830
0,-1943,-14.3444105,-170,0,-1573830
1,-1943,-14.3444103,-169.9924893,810,-1573830
2,-1943,-14.34441,-169.9849786,1620,-1573830
3,-1943,-14.3444094,-169.9774679,2430,-1573830
4,-1943,-14.3444087,-169.9699572,3240,-1573830
5,-1943,-14.3444077,-169.9624464,4050,-1573830
6,-1943,-14.3444064,-169.9549357,4860,-1573830
7,-1943,-14.344405,-169.947425,5670,-1573830
8,-1943,-14.3444033,-169.9399143,6480,-1573830
9,-1943,-14.3444014,-169.9324036,7290,-1573830
10,-1943,-14.3443993,-169.9248929,8100,-1573830
11,-1943,-14.3443969,-169.9173822,8910,-1573830
12,-1943,-14.3443943,-169.9098715,9720,-1573830
13,-1943,-14.3443915,-169.9023608,10530,-1573830
14,-1943,-14.3443885,-169.89485,11340,-1573830
15,-1943,-14.3443853,-169.8873393,12150,-1573830
16,-1943,-14.3443818,-169.8798286,12960,-1573830
17,-1943,-14.3443781,-169.8723179,13770,-1573830
18,-1943,-14.3443742,-169.8648072,14580,-1573830
19,-1943,-14.34437,-169.8572965,15390,-1573830
20,-1943,-14.3443657,-169.8497858,16200,-1573830
21,-1943,-14.3443611,-169.8422751,17010,-1573830
22,-1943,-14.3443563,-169.8347644,17820,-1573830
23,-1943,-14.3443512,-169.8272537,18630,-1573830
24,-1943,-14.344346,-169.819743,19440,-1573830
25,-1943,-14.3443405,-169.8122323,20250,-1573830
26,-1943,-14.3443348,-169.8047215,21060,-1573830
27,-1943,-14.3443288,-169.7972108,21870,-1573830
28,-1943,-14.3443227,-169.7897001,22680,-1573830
29,-1943,-14.3443163,-169.7821894,23490,-1573830
30,-1943,-14.3443097,-169.7746787,24300,-1573830
31,-1943,-14.3443029,-169.767168,25110,-1573830
32,-1943,-14.3442958,-169.7596573,25920,-1573830
33,-1943,-14.3442885,-169.7521466,26730,-1573830
34,-1943,-14.344281,-169.7446359,27540,-1573830
35,-1943,-14.3442733,-169.7371252,28350,-1573830
36,-1943,-14.3442654,-169.7296145,29160,-1573830
37,-1943,-14.3442572,-169.7221038,29970,-1573830
38,-1943,-14.3442488,-169.7145931,30780,-1573830
39,-1943,-14.3442402,-169.7070824,31590,-1573830
40,-1943,-14.3442313,-169.6995717,32400,-1573830
41,-1943,-14.3442223,-169.692061,33210,-1573830
42,-1943,-14.344213,-169.6845503,34020,-1573830
43,-1943,-14.3442035,-169.6770396,34830,-1573830
44,-1943,-14.3441937,-169.6695289,35640,-1573830
45,-1943,-14.3441838,-169.6620182,36450,-1573830
46,-1943,-14.3441736,-169.6545075,37260,-1573830
47,-1943,-14.3441632,-169.6469968,38070,-1573830
48,-1943,-14.3441525,-169.6394861,38880,-1573830
49,-1943,-14.3441417,-169.6319754,39690,-1573830
50,-1943,-14.3441306,-169.6244647,40500,-1573830
51,-1943,-14.3441193,-169.616954,41310,-1573830
52,-1943,-14.3441077,-169.6094433,42120,-1573830
53,-1943,-14.344096,-169.6019326,42930,-1573830
54,-1943,-14.344084,-169.594422,43740,-1573830
55,-1943,-14.3440718,-169.5869113,44550,-1573830
56,-1943,-14.3440594,-169.5794006,45360,-1573830
57,-1943,-14.3440467,-169.5718899,46170,-1573830
58,-1943,-14.3440339,-169.5643792,46980,-1573830
59,-1943,-14.3440208,-169.5568685,47790,-1573830
60,-1943,-14.3440074,-169.5493578,48600,-1573830
61,-1943,-14.3439939,-169.5418471,49410,-1573830
62,-1943,-14.3439801,-169.5343364,50220,-1573830
63,-1943,-14.3439661,-169.5268258,51030,-1573830
64,-1943,-14.3439519,-169.5193151,51840,-1573830
65,-1943,-14.3439375,-169.5118044,52650,-1573830
66,-1943,-14.3439228,-169.5042937,53460,-1573830
67,-1943,-14.3439079,-169.496783,54270,-1573830
68,-1943,-14.3438928,-169.4892724,55080,-1573830
69,-1943,-14.3438775,-169.4817617,55890,-1573830
70,-1943,-14.3438619,-169.474251,56700,-1573830
71,-1943,-14.3438461,-169.4667403,57510,-1573830
72,-1943,-14.3438301,-169.4592297,58320,-1573830
73,-1943,-14.3438139,-169.451719,59130,-1573830
74,-1943,-14.3437974,-169.4442083,59940,-1573830
75,-1943,-14.3437807,-169.4366976,60750,-1573830
76,-1943,-14.3437638,-169.429187,61560,-1573830
